file,label,count,avg_duration_s,std_duration_s,euclidean_before,euclidean_median_before,best_alignment,euclidean_best_after,dtw_mean,dtw_std,dtw_min,dtw_max,dtw_reference_index
harshit_session_001_20260626_184217.csv,SIT_DOWN,25,2.7624,0.4696660941562633,0.05966418193830549,0.04955961209718508,start,0.05966418193830549,0.13256919936348407,0.13352230456691827,0.0,0.5957976360971524,8
harshit_session_001_20260626_184217.csv,STAND_UP,25,2.7264,0.3358437732041492,0.04240200754433098,0.04074271956008124,start,0.04240200754433098,0.08504401433835847,0.04630969579578229,0.0,0.22016172278056942,9
validation_20260626_183159.csv,SIT_DOWN,1,4.2,0.0,,,start,,0.0,0.0,0.0,0.0,1
validation_20260626_183159.csv,STAND_UP,1,2.88,0.0,,,start,,0.0,0.0,0.0,0.0,1
